1,120.0959724,29.85152223,120.100464,29.84760678
2,120.100464,29.85152223,120.1049555,29.84760678
3,120.1049555,29.85152223,120.1094471,29.84760678
4,120.1094471,29.85152223,120.1139387,29.84760678
5,120.0959724,29.85543753,120.100464,29.85152223
6,120.100464,29.85543753,120.1049555,29.85152223
7,120.1049555,29.85543753,120.1094471,29.85152223
8,120.1094471,29.85543753,120.1139387,29.85152223
9,120.1139387,29.85543753,120.1184303,29.85152223
10,120.0914808,29.85935267,120.0959724,29.85543753
11,120.0959724,29.85935267,120.100464,29.85543753
12,120.100464,29.85935267,120.1049555,29.85543753
13,120.1049555,29.85935267,120.1094471,29.85543753
14,120.1094471,29.85935267,120.1139387,29.85543753
15,120.1139387,29.85935267,120.1184303,29.85543753
16,120.1184303,29.85935267,120.1229218,29.85543753
17,120.1229218,29.85935267,120.1274134,29.85543753
18,120.0914808,29.86326766,120.0959724,29.85935267
19,120.0959724,29.86326766,120.100464,29.85935267
20,120.100464,29.86326766,120.1049555,29.85935267
21,120.1049555,29.86326766,120.1094471,29.85935267
22,120.1094471,29.86326766,120.1139387,29.85935267
23,120.1139387,29.86326766,120.1184303,29.85935267
24,120.1184303,29.86326766,120.1229218,29.85935267
25,120.1229218,29.86326766,120.1274134,29.85935267
26,120.1274134,29.86326766,120.131905,29.85935267
27,120.0914808,29.86718249,120.0959724,29.86326766
28,120.0959724,29.86718249,120.100464,29.86326766
29,120.100464,29.86718249,120.1049555,29.86326766
30,120.1049555,29.86718249,120.1094471,29.86326766
31,120.1094471,29.86718249,120.1139387,29.86326766
32,120.1139387,29.86718249,120.1184303,29.86326766
33,120.1184303,29.86718249,120.1229218,29.86326766
34,120.1229218,29.86718249,120.1274134,29.86326766
35,120.1274134,29.86718249,120.131905,29.86326766
36,120.0869892,29.87109717,120.0914808,29.86718249
37,120.0914808,29.87109717,120.0959724,29.86718249
38,120.0959724,29.87109717,120.100464,29.86718249
39,120.100464,29.87109717,120.1049555,29.86718249
40,120.1049555,29.87109717,120.1094471,29.86718249
41,120.1094471,29.87109717,120.1139387,29.86718249
42,120.1139387,29.87109717,120.1184303,29.86718249
43,120.1184303,29.87109717,120.1229218,29.86718249
44,120.1229218,29.87109717,120.1274134,29.86718249
45,120.1274134,29.87109717,120.131905,29.86718249
46,120.131905,29.87109717,120.1363966,29.86718249
47,120.0869892,29.87501169,120.0914808,29.87109717
48,120.0914808,29.87501169,120.0959724,29.87109717
49,120.0959724,29.87501169,120.100464,29.87109717
50,120.100464,29.87501169,120.1049555,29.87109717
51,120.1049555,29.87501169,120.1094471,29.87109717
52,120.1094471,29.87501169,120.1139387,29.87109717
53,120.1139387,29.87501169,120.1184303,29.87109717
54,120.1184303,29.87501169,120.1229218,29.87109717
55,120.1229218,29.87501169,120.1274134,29.87109717
56,120.1274134,29.87501169,120.131905,29.87109717
57,120.131905,29.87501169,120.1363966,29.87109717
